,index,Spanish-es,emotion
2545,5156,indigente,fear
2546,5159,indignación,anger
2547,5161,indignado,anger
2548,5163,indignante,surprise
2549,5164,indigno de,disgust
2550,5165,indigno de confianza,anger
2551,5166,indispuesto,sadness
2552,5167,indivisible,trust
2553,5168,indomable,fear
2554,5169,indudable,trust
2555,5170,indulgente,trust
2556,5171,ineficacia,disgust
2557,5173,ineficaz,disgust
2558,5174,ineficiente,anger
2559,5176,ineptitud,disgust
2560,5179,inepto,anger
2561,5181,inequívoco,trust
2562,5182,inesperadamente,surprise
2563,5183,inesperado,anticipation
2564,5187,inestabilidad,disgust
2565,5189,inestable,anger
2566,5195,inevitable,trust
2567,5196,inexcusable,anger
2568,5199,inexplicable,anticipation
2569,5204,inexplicado,anticipation
2570,5206,inexpresable,surprise
2571,5207,infalibilidad,trust
2572,5208,infame,anger
2573,5211,infamia,sadness
2574,5212,infancia,joy
2575,5213,infanticidio,anger
2576,5217,infantil,anger
2577,5223,infarto,fear
2578,5225,infección,fear
2579,5226,infeccioso,disgust
2580,5229,infectar,disgust
2581,5230,infelicidad,joy
2582,5232,infeliz,anger
2583,5235,inferior,anger
2584,5240,infernal,anger
2585,5244,infestación,disgust
2586,5246,infidelidad,anger
2587,5250,infiel,anger
2588,5254,infierno,anger
2589,5260,infinito,anticipation
2590,5263,inflación,fear
2591,5264,infligir,anger
2592,5268,influyente,trust
2593,5269,información,trust
2594,5270,informar,trust
2595,5271,infracción,anger
2596,5272,infrecuente,surprise
2597,5273,infructuoso,sadness
2598,5274,ingenioso,joy
2599,5275,ingresos,anticipation
2600,5279,inhabilitar,fear
2601,5281,inhibir,anger
2602,5284,inhóspito,sadness
2603,5285,inhumanidad,sadness
2604,5286,inhumano,anger
2605,5290,inimitable,trust
2606,5291,iniquidad,disgust
2607,5292,injusticia,anger
2608,5295,injustificable,anger
2609,5298,injusto,anger
2610,5302,inmaculado,joy
2611,5305,inmadurez,anger
2612,5307,inmaduro,anticipation
2613,5308,inmanejable,disgust
2614,5309,inmediación,surprise
2615,5310,inmediatamente,anticipation
2616,5311,inmersión,fear
2617,5312,inmigrante,fear
2618,5313,inminente,anticipation
2619,5317,inmoral,anger
2620,5321,inmoralidad,anger
2621,5323,inmortalidad,anticipation
2622,5324,inmundicia,disgust
2623,5325,inmundo,disgust
2624,5327,inmunización,trust
2625,5328,inocente,trust
2626,5329,inoculación,anticipation
2627,5331,inolvidable,joy
2628,5332,inoperante,anger
2629,5333,inquebrantable,trust
2630,5334,inquieto,fear
2631,5335,inquietud,anticipation
2632,5338,insípido,disgust
2633,5339,insalubre,disgust
2634,5342,insano,anger
2635,5344,insatisfactorio,disgust
2636,5345,insatisfecho,disgust
2637,5347,inscribirse,anticipation
2638,5349,insecto,fear
2639,5350,inseguridad,fear
2640,5351,inseguro,anger
2641,5356,inseparable,joy
2642,5358,insidioso,anger
2643,5361,insignificante,anger
2644,5363,insiste,anger
2645,5364,insistir,anger
2646,5365,insolvencia,fear
2647,5368,insolvente,fear
2648,5371,insomne,fear
2649,5373,insomnio,fear
2650,5374,inspección,fear
2651,5375,inspiración,anticipation
2652,5378,inspirado,joy
2653,5381,inspirador,joy
2654,5382,inspirar,anticipation
2655,5385,instalar,anticipation
2656,5386,instintivo,anger
2657,5389,instituto,trust
2658,5390,institutriz,trust
2659,5391,instrucción,trust
2660,5392,instrucciones,anticipation
2661,5394,instructor,anticipation
2662,5396,instruir,trust
2663,5397,insuficiencia,anger
2664,5398,insufrible,disgust
2665,5399,insultante,anger
2666,5403,insulto,anger
2667,5407,insuperable,fear
2668,5409,insuperado,anticipation
2669,5413,insurrección,anger
2670,5414,intachable,trust
2671,5415,intacto,trust
2672,5417,integridad,trust
2673,5418,inteligencia,fear
2674,5421,inteligente,trust
2675,5422,intenso,anger
2676,5428,intentar,trust
2677,5429,intento,anticipation
2678,5430,intercambiar,trust
2679,5431,interceder,fear
2680,5433,intercesión,trust
2681,5434,interesado,disgust
2682,5436,interior,disgust
2683,5438,interminable,anger
2684,5445,interrogar,fear
2685,5446,interrogatorio,fear
2686,5447,interrumpido,sadness
2687,5448,interrumpiendo,anger
2688,5450,interrumpir,anger
2689,5452,interrupciones,anger
2690,5453,intervención,sadness
2691,5454,intestinal,disgust
2692,5455,intestino,disgust
2693,5456,intestinos,disgust
2694,5457,intimidación,anger
2695,5459,intimidad,fear
2696,5461,intimidar,fear
2697,5462,intitulado,sadness
2698,5463,intolerable,anger
2699,5464,intolerancia,anger
2700,5467,intolerante,anger
2701,5471,intratable,anger
2702,5472,intriga,anticipation
2703,5475,intrusión,fear
2704,5476,intruso,anger
2705,5483,intuición,trust
2706,5484,intuitivamente,anticipation
2707,5485,inundar,fear
2708,5486,invadir,anger
2709,5491,inválido,sadness
2710,5492,invasión,anger
2711,5494,invasor,anger
2712,5497,invernal,joy
2713,5498,inversión,anger
2714,5501,investigación,anticipation
2715,5503,invicto,anticipation
2716,5507,invitación,anticipation
2717,5512,invocación,anticipation
2718,5514,invocar,anticipation
2719,5515,involución,anger
2720,5516,involuntaria,surprise
2721,5517,involuntariamente,surprise
2722,5518,involuntario,surprise
2723,5519,inyección,fear
2724,5520,ir a tientas,anger
2725,5523,ira,anger
2726,5525,iris,fear
2727,5526,irracional,disgust
2728,5528,irreconciliable,anger
2729,5531,irrefutable,trust
2730,5532,irreparable,fear
2731,5534,irresoluto,anticipation
2732,5535,irrespetuoso,anger
2733,5539,irrita,anger
2734,5541,irritabilidad,anger
2735,5542,irritable,anger
2736,5543,irritacion,anger
2737,5546,irritado,anger
2738,5548,irritante,anger
2739,5550,irritar,anger
2740,5551,jadeando,fear
2741,5552,jadeante,surprise
2742,5553,jadear,surprise
2743,5554,Japón,joy
2744,5555,jaranear,joy
2745,5556,jardín,joy
2746,5557,jardines,joy
2747,5558,jarra,anger
2748,5561,jaula,sadness
2749,5562,jeringuilla,fear
2750,5563,Jesús,joy
2751,5564,jodido,anger
2752,5566,John,disgust
2753,5567,joven,anticipation
2754,5570,jovial,joy
2755,5571,joya,joy
2756,5572,Jubilación,anticipation
2757,5577,jubiloso,joy
2758,5581,judicial,anticipation
2759,5585,juego,anticipation
2760,5587,juez,trust
2761,5588,jugador,anticipation
2762,5590,juguetón,anger
2763,5594,juicio,surprise
2764,5596,juicioso,trust
2765,5597,juntarse,trust
2766,5598,juntos,joy
2767,5599,jurado,trust
2768,5600,juramento,trust
2769,5601,jurar,trust
2770,5602,jurisprudencia,sadness
2771,5603,jurista,trust
2772,5604,justicia,joy
2773,5606,justificable,trust
2774,5607,justificar,trust
2775,5608,juventud,anger
2776,5613,juzgado,trust
2777,5614,juzgar,fear
2778,5615,kan,fear
2779,5617,kiddo,joy
2780,5618,kiddos,joy
2781,5619,la vida,joy
2782,5620,la vida apesta,sadness
2783,5621,la vida es buena,joy
2784,5622,laberinto,anticipation
2785,5623,labor,anticipation
2786,5627,lado oscuro,anger
2787,5628,ladra,anger
2788,5629,ladrar,anger
2789,5630,ladrón,anger
2790,5639,lágrima,sadness
2791,5640,láser,trust
2792,5641,lástima,sadness
2793,5642,látigo,anger
2794,5643,líder,trust
2795,5645,líneas,fear
2796,5646,lío,disgust
2797,5647,lírico,joy
2798,5648,lívido,anger
2799,5650,lago,joy
2800,5651,lamentable,sadness
2801,5653,lamentablemente,disgust
2802,5655,lamentándose,sadness
2803,5656,lamentando,sadness
2804,5657,lamentar,sadness
2805,5658,lamento,disgust
2806,5661,lamer,disgust
2807,5662,lana,anger
2808,5665,langosta,fear
2809,5666,languideciendo,fear
2810,5668,lanza,anger
2811,5672,lanzamiento,anticipation
2812,5673,largo,anticipation
2813,5674,lascivo,disgust
2814,5675,lastimando,anger
2815,5678,lastimero,sadness
2816,5679,latente,anger
2817,5683,latigazo,anger
2818,5685,latté,joy
2819,5686,laudación,trust
2820,5687,laudatorio,trust
2821,5688,laureado,trust
2822,5689,laureles,joy
2823,5690,lava,anger
2824,5692,lavabo,disgust
2825,5694,lavanda,joy
2826,5695,laxante,disgust
2827,5697,lazo,sadness
2828,5698,leal,fear
2829,5702,lealtad,trust
2830,5704,lección,anticipation
2831,5706,legado,trust
2832,5707,legal,trust
2833,5709,legalizado,anger
2834,5713,legislador,trust
2835,5714,legislatura,trust
2836,5715,legitimidad,trust
2837,5716,lengÃÂ¼eta,anger
2838,5717,lente,trust
2839,5718,lento,sadness
2840,5719,león,fear
2841,5720,leonado,disgust
2842,5721,lepra,disgust
2843,5724,lesbiana,disgust
2844,5726,lesión,anger
2845,5729,lesionado,fear
2846,5731,lesionar,anger
2847,5734,letal,disgust
2848,5737,letargo,sadness
2849,5738,letrado,anticipation
2850,5740,letrinas,disgust
2851,5741,leucemia,anger
2852,5744,levantado,joy
2853,5745,levantamiento,anger
2854,5748,ley,trust
2855,5749,liberación,anticipation
2856,5755,liberar,anger
2857,5760,libertad,anticipation
2858,5766,libertad condicional,anticipation
2859,5770,libertinaje,disgust
2860,5772,libra,anger
2861,5773,libra esterlina,anger
2862,5777,librar,anticipation
2863,5778,libremente,joy
2864,5780,librería,joy
2865,5781,libros,joy
2866,5782,Ligar,anticipation
2867,5786,ligero,joy
2868,5787,limitado,anger
2869,5789,limo,disgust
2870,5790,limón,disgust
2871,5791,limosna,sadness
2872,5792,limpiar,joy
2873,5794,linchar,anger
2874,5798,lineamientos,fear
2875,5799,lingÃÂ¼ista,trust
2876,5800,lira,joy
2877,5801,lisiado,fear
2878,5804,lista,trust
2879,5805,lista de control,trust
2880,5806,Listo,anticipation
2881,5807,Listo para ir,fear
2882,5808,litigar,anger
2883,5813,litigioso,anger
2884,5815,llaga gangrenosa,anger
2885,5817,llamadas,anticipation
2886,5819,llamativo,disgust
2887,5821,llanto,sadness
2888,5822,llegada,anticipation
2889,5823,llegar,anticipation
2890,5824,llenar,trust
2891,5825,lleno de alegría,joy
2892,5826,lleno de savia,trust
2893,5827,lleno de tensión,fear
2894,5828,llevar a la fuerza,disgust
2895,5830,llorado,sadness
2896,5831,llorando,sadness
2897,5832,llorar,sadness
2898,5835,lloroso,disgust
2899,5839,lluvia,sadness
2900,5840,lluvioso,sadness
2901,5841,lml,joy
2902,5842,lo antes posible,fear
2903,5843,lo más hondo,fear
2904,5844,loable,anticipation
2905,5849,loca,anger
2906,5852,localizar,anticipation
2907,5854,loco,anger
2908,5861,locura,anger
2909,5862,Locura,anger
2910,5872,lodo,disgust
2911,5873,logrado,joy
2912,5874,lograr,joy
2913,5876,logro,anticipation
2914,5880,loro,disgust
2915,5881,lotería,anticipation
2916,5882,Lovinlife,joy
2917,5883,lozano,disgust
2918,5886,LSD,joy
2919,5887,luces,joy
2920,5888,lucha,anger
2921,5895,luchadora,anger
2922,5896,luciérnaga,joy
2923,5897,lugar de nacimiento,anger
2924,5898,lujo,joy
2925,5900,lujoso,anticipation
2926,5903,lujuria,anticipation
2927,5904,Luna de miel,anticipation
2928,5908,lunático,anger
2929,5912,lustre,joy
2930,5913,luto,sadness
2931,5914,luz de la luna,joy
2932,5915,luz de una vela,joy
2933,5916,luz tenue,anticipation
2934,5919,mañana,anticipation
2935,5920,Mañana,joy
2936,5921,madre,anticipation
2937,5925,madurar,anticipation
2938,5926,maestría,anger
2939,5929,mágico,anticipation
2940,5932,máquina,trust
2941,5933,mártir,fear
2942,5935,más afortunado,joy
2943,5936,más alto,anticipation
2944,5940,más aterrador,fear
2945,5942,más bajo,sadness
2946,5943,más brillante,joy
2947,5944,más dulce,joy
2948,5945,más feliz,joy
2949,5947,más grande,disgust
2950,5950,máscaras,fear
2951,5951,máxima,trust
2952,5952,médico,anticipation
2953,5956,médula,joy
2954,5959,mérito,trust
2955,5960,mía,joy
2956,5961,música,joy
2957,5963,místico,surprise
2958,5964,mafia,fear
2959,5965,magia,joy
2960,5966,magnético,trust
2961,5967,magnífico,anticipation
2962,5972,magnificencia,anticipation
2963,5975,mago,anticipation
2964,5979,majestad,trust
2965,5980,majestuoso,anticipation
2966,5984,mal,anger
2967,5989,mal comportamiento,anger
2968,5992,mal uso,anger
2969,5993,mala conducta,disgust
2970,5994,malévolo,anger
2971,5999,malaria,disgust
2972,6002,malas hierbas,sadness
2973,6003,maldad,anger
2974,6006,maldiciendo,anger
2975,6008,maldición,anger
2976,6012,Maldita sea,anger
2977,6014,maldito,anger
2978,6021,malentendido,anger
2979,6023,malestar,sadness
2980,6024,malhumorado,anger
2981,6025,malicia,disgust
2982,6026,malicioso,anger
2983,6030,malignidad,fear
2984,6032,maligno,anger
2985,6036,malo,anger
2986,6040,maloliente,disgust
2987,6041,malvado,fear
2988,6042,mamá,fear
2989,6043,maníaco,anger
2990,6046,mancha,sadness
2991,6047,manchado,disgust
2992,6049,manchar,disgust
2993,6050,mancomunidad,trust
2994,6051,mandíbulas,fear
2995,6052,Mandamus,fear
2996,6053,mandarín,trust
2997,6054,manguito,anger
2998,6056,manicura,joy
2999,6057,manifestación,fear
3000,6058,manipulación,anger
3001,6060,manso,sadness
3002,6061,mantenimiento,trust
3003,6062,manual,trust
3004,6064,mapache,fear
3005,6065,maquinilla de afeitar,fear
3006,6066,maravilla,surprise
3007,6067,maravillosamente,joy
3008,6070,maravilloso,joy
3009,6078,marcado,anger
3010,6079,marcha mala,anger
3011,6082,marchitar,sadness
3012,6083,marchito,disgust
3013,6084,marcial,anger
3014,6085,marco de referencia,trust
3015,6086,mareado,disgust
3016,6088,margen,sadness
3017,6089,marido,joy
3018,6090,marina,trust
3019,6091,mariscal,trust
3020,6092,martes,joy
3021,6093,martilleo,anger
3022,6094,martirio,fear
3023,6096,masa,anger
3024,6098,masacre,anger
3025,6102,masaje,joy
3026,6103,masoquismo,anger
3027,6106,matadero,anger
3028,6110,matanza,anger
3029,6120,matar,anger
3030,6123,matemático,trust
3031,6124,materialista,disgust
3032,6125,maternidad,joy
3033,6127,materno,anticipation
3034,6128,matón,anger
3035,6134,matrimonio,anticipation
3036,6140,matrona,trust
3037,6141,mausoleo,sadness
3038,6142,mayor,sadness
3039,6144,mayordomo,trust
3040,6146,mayoria,joy
3041,6148,mazmorra,fear
3042,6149,Mazo,fear
3043,6150,me alegró el día,joy
3044,6151,me enoja,anger
3045,6152,me gusta,trust
3046,6153,me gusta esto,joy
3047,6154,mecenazgo,trust
3048,6155,medalla,anticipation
3049,6159,mediador,anticipation
3050,6161,mediar,anticipation
3051,6163,medicación,fear
3052,6164,medida,trust
3053,6165,medir,trust
3054,6166,meditación,joy
3055,6167,meditando,joy
3056,6168,meditar,anticipation
3057,6171,Meh,sadness
3058,6172,mejora,joy
3059,6175,mejorar,anticipation
3060,6178,mejores amigos,joy
3061,6179,melancolía,sadness
3062,6180,melancólico,sadness
3063,6182,melodía,joy
3064,6183,melodrama,anger
3065,6185,meloso,joy
3066,6186,memorable,joy
3067,6189,memorial,sadness
3068,6190,mendigar,sadness
3069,6191,mendigo,sadness
3070,6192,menguar,sadness
3071,6193,menor,disgust
3072,6194,Menos,fear
3073,6195,menospreciar,anger
3074,6198,mensajero,trust
3075,6199,Mensajero,trust
3076,6200,menta,joy
3077,6201,mental,fear
3078,6202,mente,disgust
3079,6203,mentecato,joy
3080,6204,mentira,anger
3081,6208,mentiras,disgust
3082,6209,mentiroso,disgust
3083,6210,mentor,trust
3084,6211,mercancía,fear
3085,6212,mercancías,trust
3086,6213,mercenario,fear
3087,6214,merecer,anger
3088,6217,meritorio,joy
3089,6219,merodear,fear
3090,6221,mesurado,joy
3091,6223,metas,joy
3092,6224,meter,anticipation
3093,6225,metralla,fear
3094,6226,mezquita,anger
3095,6227,mi favorito,joy
3096,6228,microscopio,trust
3097,6229,miedo,anger
3098,6234,miedos,fear
3099,6235,mierda,anger
3100,6238,mierda de caballo,anger
3101,6239,migraña,sadness
3102,6240,milagro,anticipation
3103,6244,milagros,joy
3104,6245,milagroso,joy
3105,6247,milicia,anger
3106,6250,militantes,fear
3107,6251,militar,fear
3108,6252,mimar,disgust
3109,6253,mimetismo,surprise
3110,6254,ministerio,joy
3111,6256,miopía,anger
3112,6258,mirando,joy
3113,6259,mirar boquiabierto,surprise
3114,6260,mirar fijamente,surprise
3115,6261,miserable,anger
3116,6264,miseria,anger
3117,6268,misil,fear
3118,6269,misiles,fear
3119,6270,misterio,anticipation
3120,6272,misterioso,anticipation
3121,6277,moco,disgust
3122,6278,Moda,trust
3123,6279,moderador,trust
3124,6280,modesto,trust
3125,6281,modificar,surprise
3126,6282,modo furia,anger
3127,6283,mofa,disgust
3128,6284,moho,disgust
3129,6285,mojado,anger
3130,6287,molesta,anger
3131,6288,molestar,anger
3132,6293,molestia,anger
3133,6297,Molesto,anger
3134,6298,molesto,anger
3135,6304,molino,anticipation
3136,6305,monetario,anticipation
3137,6306,monje,trust
3138,6307,monocromo,disgust
3139,6308,monogamia,trust
3140,6309,monótono,sadness
3141,6310,monstruo,fear
3142,6312,monstruosidad,anger
3143,6316,monstruoso,disgust
3144,6320,montaña,anticipation
3145,6322,montañas,joy
3146,6323,montaje,trust
3147,6324,monumentos conmemorativos,sadness
3148,6325,monzón,sadness
3149,6326,moral,anger
3150,6328,moralidad,anger
3151,6335,mórbido,sadness
3152,6336,morbosidad,anger
3153,6340,mordaza,disgust
3154,6341,moretón,anticipation
3155,6342,morgue,disgust
3156,6345,moribundo,anger
3157,6350,mortal,anger
3158,6354,mortalidad,anger
3159,6357,mortificación,anticipation
3160,6361,mortuorio,fear
3161,6363,mosquete,fear
3162,6364,mosquito,anger
3163,6366,mota,disgust
3164,6367,motín,anger
3165,6371,motivador,sadness
3166,6372,móvil,anticipation
3167,6373,movimiento,anticipation
3168,6374,movimiento de piernas,anger
3169,6378,Movingon,joy
3170,6379,moza,anger
3171,6381,mri,fear
3172,6382,muñeca,joy
3173,6383,muérdago,joy
3174,6384,mucked,anger
3175,6385,mucoso,disgust
3176,6386,mudable,anticipation
3177,6387,mueca,anticipation
3178,6391,muerte,anger
3179,6397,mugre,disgust
3180,6398,mugriento,disgust
3181,6399,mula,anger
3182,6401,multitud,anger
3183,6403,multitudes,fear
3184,6404,munchies,joy
3185,6405,murió,sadness
3186,6406,musical,anger
3187,6412,mutilación,anger
3188,6416,mutilado,disgust
3189,6417,mutilar,anger
3190,6421,muy,sadness
3191,6422,muy afortunado,joy
3192,6423,muy lento,anger
3193,6424,muy preparado,fear
3194,6425,nacido muerto,sadness
3195,6426,naciente,anticipation
3196,6427,nacimiento,anticipation
3197,6431,nacimiento de un niño muerto,sadness
3198,6432,nación,trust
3199,6433,nada,sadness
3200,6434,nada suspicaz,surprise
3201,6435,nadar,anticipation
3202,6438,náusea,disgust
3203,6440,náuseas,disgust
3204,6441,nariz,disgust
3205,6442,naturaleza,joy
3206,6443,naufragio,fear
3207,6445,nauseabundo,anger
3208,6452,navegable,anticipation
3209,6453,navegador,anticipation
3210,6455,Navidad,joy
3211,6457,navideño,joy
3212,6458,necesariamente,trust
3213,6459,necesidad,sadness
3214,6460,necesito saber,fear
3215,6461,negación,anger
3216,6463,negado,sadness
3217,6465,negando,anticipation
3218,6467,negar,anger
3219,6472,negativo,sadness
3220,6473,negligencia profesional,anger
3221,6474,negociación,anger
3222,6475,negociar,trust
3223,6477,negro,sadness
3224,6479,negrura,fear
3225,6481,nepotismo,anger
3226,6484,nervios,fear
3227,6486,nerviosismo,fear
3228,6487,nervioso,anger
3229,6490,neumonía,fear
3230,6491,neuralgia,fear
3231,6493,neurosis,fear
3232,6495,neurótico,disgust
3233,6497,neutral,anticipation
3234,6500,neutralidad,trust
3235,6501,nevada,joy
3236,6502,Nevado,joy
3237,6503,nevando,joy
3238,6504,niñera,trust
3239,6505,niño,anticipation
3240,6508,nicotina,disgust
3241,6509,nido,trust
3242,6510,nietos,anticipation
3243,6513,ningún trabajo,joy
3244,6514,nivel,trust
3245,6515,no atractivo,disgust
3246,6517,no correspondido,sadness
3247,6518,no crítico,trust
3248,6519,no deseado,sadness
3249,6520,no divulgado,anticipation
3250,6521,no está listo,fear
3251,6522,no fidedigno,anger
3252,6524,no imaginable,surprise
3253,6525,no inspirado,sadness
3254,6526,no invitado,anger
3255,6528,no oficial,trust
3256,6529,no pagado,anger
3257,6531,no permitido,anger
3258,6535,no reconocido,sadness
3259,6536,no simpático,anger
3260,6537,no tiene precio,joy
3261,6538,apestoso,anger
3262,6539,cabreado,anger
3263,6541,detesto,anger
3264,6542,eliminado,trust
3265,6543,errores,trust
3266,6545,jódete,anger
3267,6547,mal día,anger
3268,6549,rabioso,anger
3269,6551,odiarte,anger
3270,6552,NO TRANSLATION,anger
3271,6554,enfadadísimo,anger
3272,6555,lleno,anger
3273,6557,odioso,anger
3274,6558,alocado,anger
3275,6561,páralo,anger
3276,6562,cállate,anger
3277,6563,relájate,anger
3278,6566,pecado,anger
3279,6579,aléjate,anger
3280,6581,bromeas,anger
3281,6585,supéralo,anger
3282,6587,bromear,anger
3283,6594,ocioso,anger
3284,6596,drmático,anger
3285,6599,mañanero,anger
3286,6602,incomprensión,anger
3287,6612,inicio,anger
3288,6613,despierto,anger
3289,6614,soñoliento,anger
3290,6617,listo,anticipation
3291,6636,terrorismo,fear
3292,6644,muere,fear
3293,6647,guerrilla,fear
3294,6655,estresado,fear
3295,6656,trastornos,fear
3296,6660,peor,fear
3297,6663,sable,fear
3298,6664,colmillo,fear
3299,6690,impacientemente,fear
3300,6692,hábito,fear
3301,6697,harto,fear
3302,6701,derechos,fear
3303,6702,necesito,fear
3304,6708,paz,joy
3305,6709,amo,joy
3306,6714,navidad,joy
3307,6717,vacaciones,joy
3308,6722,plácido,joy
3309,6735,estación,joy
3310,6736,positividad,joy
3311,6769,gracias,joy
3312,6783,namaste,joy
3313,6869,cumplidos,trust
3314,6870,password,trust
3315,6872,religiones,trust
3316,6874,proverbios,trust
3317,6875,juicios,trust
3318,6877,esfuerzos,trust
3319,6879,contado,trust
3320,6881,eventualmente,trust
3321,6882,contiene,trust
3322,6883,asuntos,trust
3323,6884,dictado,trust
3324,6885,viajante,trust
3325,6890,lesbianas,trust
3326,6894,especializarse,trust
3327,6895,colegass,trust
3328,6898,caminos,trust
3329,6899,favoritos,trust
3330,6900,independientemente,trust
3331,6903,fases,trust
3332,6904,encomiable,trust
3333,6905,plausible,trust
3334,6906,editado,trust
3335,6908,personalidades,trust
3336,6909,deseos,trust
3337,6917,negocio,trust
3338,6938,imperfecciones,trust
3339,6965,remordimientos,trust
3340,6987,secretos,trust
3341,6996,culpas,trust
3342,7005,acontece,trust
3343,7006,decepciones,trust
3344,7007,estropeado,trust
3345,7008,eh!,trust
3346,7009,eh,trust
3347,7010,inseguridades,trust
3348,7013,odioo,anger
3349,7014,noble,trust
3350,7016,nobleza,anticipation
3351,7018,nocivo,disgust
3352,7020,Noreste,fear
3353,7021,nostálgico,joy
3354,7023,nostalgia,joy
3355,7025,notable,joy
3356,7028,notario,trust
3357,7029,noticias de última hora,fear
3358,7030,notificación,anticipation
3359,7031,notoriedad,anger
3360,7034,novato,anger
3361,7035,novia,anticipation
3362,7038,noviazgo,anticipation
3363,7041,novio,anticipation
3364,7049,nubes,joy
3365,7051,nublado,sadness
3366,7054,nudillos,anger
3367,7055,nudo,fear
3368,7056,nudos,fear
3369,7057,nueva vida,joy
3370,7058,nuevo comienzo,joy
3371,7060,nuevo día,joy
3372,7061,Nuevo yo,joy
3373,7062,nupcial,anticipation
3374,7065,nutrir,anger
3375,7071,nutritivo,sadness
3376,7072,oasis,anticipation
3377,7075,obedecer,fear
3378,7077,obediencia,trust
3379,7078,obediente,anticipation
3380,7080,obertura,anticipation
3381,7081,obesidad,disgust
3382,7083,obeso,disgust
3383,7084,Obi,disgust
3384,7086,obituario,sadness
3385,7089,objeción,anger
3386,7090,objetivo,anticipation
3387,7092,obligación,anticipation
3388,7093,obligar,anger
3389,7097,obliteración,fear
3390,7099,obliterar,anger
3391,7102,obra maestra,joy
3392,7103,obras de carretera,anger
3393,7104,obrero temporal,sadness
3394,7105,obscenidad,anger
3395,7107,obsceno,disgust
3396,7108,obsesionado,fear
3397,7110,obsesionante,fear
3398,7111,obstáculo,anger
3399,7115,obstetra,trust
3400,7116,obstructivo,anger
3401,7117,obstruir,anger
3402,7119,obvio,trust
3403,7120,ocasional,surprise
3404,7121,ocd,fear
3405,7122,Oceano,joy
3406,7123,ocio,anticipation
3407,7127,ocultación,anger
3408,7131,oculto,disgust
3409,7133,ocupante,trust
3410,7134,ocurrir,anticipation
3411,7135,odiando,anger
3412,7136,odio,anger
3413,7151,odontología,fear
3414,7152,ofender,anger
3415,7154,ofendido,anger
3416,7156,ofensa,anger
3417,7160,ofensiva,anger
3418,7162,oferta,joy
3419,7164,oficial,trust
3420,7167,ofrecer amistad,joy
3421,7169,ofrecimiento,trust
3422,7170,ogro,disgust
3423,7172,Oh no,fear
3424,7173,olas,joy
3425,7174,oleada,surprise
3426,7175,oler,anger
3427,7177,olfativo,anticipation
3428,7178,oliendo,disgust
3429,7179,olvidadizo,anger
3430,7180,olvidado,fear
3431,7182,olvido,anger
3432,7184,ominoso,anticipation
3433,7186,omnipotencia,fear
3434,7187,omnisciente,trust
3435,7188,onedge,fear
3436,7189,oneroso,anger
3437,7191,ópera,anger
3438,7198,operación,fear
3439,7200,opio,anger
3440,7204,oportunidad,anticipation
3441,7206,oportuno,joy
3442,7207,oposición,anger
3443,7208,opresión,anger
3444,7212,opresivo,anger
3445,7216,opresor,anger
3446,7219,oprimir,anger
3447,7223,optimismo,anticipation
3448,7227,optimista,joy
3449,7229,opuesto,anger
3450,7231,oración,joy
3451,7232,oráculo,anticipation
3452,7234,orar,anticipation
3453,7239,orco,anger
3454,7242,ordalías,anger
3455,7244,ordenación,anticipation
3456,7247,ordenado,trust
3457,7248,ordenanza,trust
3458,7249,organización,anticipation
3459,7253,Organo,anticipation
3460,7255,orgasmo,anticipation
3461,7257,orgullo,joy
3462,7258,orgulloso,anticipation
3463,7261,originalidad,surprise
3464,7262,oropel,joy
3465,7263,orquesta,anger
3466,7267,ortiga,anger
3467,7269,ortodoxia,trust
3468,7270,orzuelo,disgust
3469,7271,osco,anger
3470,7272,oscurecer,fear
3471,7274,oscurecido,fear
3472,7276,oscuridad,anger
3473,7280,oscuro,sadness
3474,7281,oso,anger
3475,7283,oso pardo,fear
3476,7284,osuno,anger
3477,7286,otoño,joy
3478,7288,ovación,sadness
3479,7289,pañal,disgust
3480,7291,pacíficamente,joy
3481,7292,pacífico,anticipation
3482,7296,paciencia,anticipation
3483,7298,paciente,anticipation
3484,7300,pacotilla,anger
3485,7302,pacto,trust
3486,7304,padre,trust
3487,7305,pálido,sadness
3488,7306,pánico,fear
3489,7308,pérdida,anger
3490,7313,pésimo,disgust
3491,7315,pícaro,disgust
3492,7316,píldora,trust
3493,7317,público,anticipation
3494,7318,paga,anticipation
3495,7321,pagano,fear
3496,7322,pagar,anger
3497,7326,paisaje,joy
3498,7327,paja,anger
3499,7329,palabra,trust
3500,7330,palabras,anger
3501,7331,palanca,anger
3502,7334,paleta,anticipation
3503,7335,paliza,anger
3504,7338,palo de golf,anger
3505,7339,paloma,anticipation
3506,7342,palpable,surprise
3507,7343,palpitaciones,fear
3508,7344,palpitar,fear
3509,7346,pandemia,fear
3510,7348,pandilla,anger
3511,7350,panegírico,trust
3512,7351,pantano,disgust
3513,7353,pantanoso,disgust
3514,7355,papar moscas,surprise
3515,7356,par termoeléctrico,anticipation
3516,7357,para caminar,joy
3517,7358,paraíso,joy
3518,7359,paracaídas,fear
3519,7360,parada,anger
3520,7362,parálisis,anger
3521,7369,parásito,anger
3522,7374,paralizado,anger
3523,7378,paralizar,fear
3524,7379,paranoia,fear
3525,7380,paranoico,fear
3526,7381,parcial,disgust
3527,7383,parcialidad,anger
3528,7384,parecido,trust
3529,7385,paria,disgust
3530,7388,parientes,anticipation
